Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Expected_Amount,Payment_Method,Order_Status,Is_Promotion,Load_Delay_Hours,Is_Late,Quantity_Was_Invalid,Accuracy_Flag,Order_Status_Is_Invalid,Outlier_Flag_Before_Capping,Order_Date_Was_Imputed
T000263,C0064,Ploy Thongdee,ploy.thongdee64@example.com,F,Phuket,2026-03-06,2026-03-10 10:00:00,Food,4,242.46,0.1,872.86,872.86,Credit Card,Completed,N,106.0,True,False,False,False,False,False
T000060,C0158,Nont Kittikul,nont.kittikul158@example.com,M,Nakhon Ratchasima,2026-03-04,2026-03-04 15:00:00,Beauty,5,97.05,0.15,412.46,412.46,Credit Card,Returned,N,0.0,False,False,False,False,False,True
T000271,C0039,Beam Boonmee,beam.boonmee39@example.com,M,Rayong,2026-05-04,2026-05-04 08:00:00,Home,6,162.55,0.0,975.3,975.3,PromptPay,Cancelled,N,8.0,False,False,False,False,False,False
T000355,C0031,Ploy Rattanakul,ploy.rattanakul31@example.com,F,Chiang Mai,2026-05-19,2026-05-19 06:00:00,Electronics,20,286.94,0.0,860.82,5738.8,Bank Transfer,Completed,N,6.0,False,True,True,False,False,False
T000503,C0089,May Sukjai,may.sukjai89@example.com,F,Chiang Mai,2026-04-11,2026-04-11 07:00:00,Electronics,3,129.73,0.2,311.35,311.35,Cash on Delivery,Completed,Y,7.0,False,False,False,False,False,False
T000388,C0115,Korn Lertprasert,korn.lertprasert115@example.com,M,Phuket,2026-04-23,2026-04-23 06:00:00,Sports,4,71.99,0.1,192.82,259.16,Cash on Delivery,Completed,N,6.0,False,False,True,False,False,False
T000217,C0127,Fah Rattanakul,fah.rattanakul127@example.com,F,Rayong,2026-05-10,2026-05-10 10:00:00,Fashion,4,97.44,0.0,403.5,389.76,PromptPay,Completed,N,0.0,False,False,True,False,False,True
T000013,C0124,Aom Thongdee,unknown_C0124@unknown.local,F,Khon Kaen,2026-05-21,2026-05-21 14:00:00,Electronics,5,375.75,0.0,1664.62,1878.75,Cash on Delivery,Processing,N,0.0,False,False,True,False,False,True
T000147,C0038,Boss Kittikul,boss.kittikul38@example.com,F,Nakhon Ratchasima,2026-05-17,2026-05-17 03:00:00,Fashion,6,400.11,0.0,2092.5,2400.66,PromptPay,Processing,N,3.0,False,False,False,False,True,False
T000312,C0012,Mint Pattanakul,unknown_C0012@unknown.local,M,Chiang Mai,2026-03-25,2026-03-25 09:00:00,Home,1,373.85,0.1,336.47,336.46,Bank Transfer,Completed,N,9.0,False,False,False,False,False,False
T000285,C0028,Korn Rattanakul,korn.rattanakul28@example.com,M,Chonburi,2026-06-09,2026-06-09 11:00:00,Food,6,230.09,0.0,1380.54,1380.54,Cash on Delivery,Completed,N,11.0,False,False,False,False,False,False
T000101,C0074,Ice Kittikul,ice.kittikul74@example.com,M,Chonburi,2026-05-08,2026-05-08 06:00:00,Fashion,5,370.47,0.0,1852.35,1852.35,Credit Card,Completed,N,6.0,False,False,False,False,False,False
T000257,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-03-24,2026-03-24 10:00:00,Electronics,2,217.62,0.0,435.24,435.24,Credit Card,Completed,N,10.0,False,False,False,False,False,False
T000369,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,2026-01-24,2026-01-24 16:00:00,Sports,3,379.61,0.0,1138.83,1138.83,Cash on Delivery,Processing,N,16.0,False,False,False,False,False,False
T000151,C0003,Mint Thongdee,unknown_C0003@unknown.local,M,Phuket,2026-05-13,2026-05-13 04:00:00,Electronics,5,221.56,0.15,941.63,941.63,Credit Card,Completed,N,4.0,False,False,False,False,False,False
T000194,C0002,Mint Thongdee,mint.thongdee2@example.com,F,Rayong,2026-06-02,2026-06-02 03:00:00,Fashion,3,100.22,0.05,285.63,285.63,Cash on Delivery,Completed,N,3.0,False,False,False,False,False,False
T000378,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-05-18,2026-05-18 17:00:00,Home,2,149.97,0.05,284.94,284.94,Bank Transfer,Processing,N,17.0,False,False,False,False,False,False
T000081,C0005,Ploy Chaiyo,unknown_C0005@unknown.local,F,Bangkok,2026-06-10,2026-06-11 09:00:00,Food,3,95.64,0.1,258.23,258.23,Credit Card,Processing,N,33.0,True,False,False,False,False,False
T000218,C0082,Beam Srisawat,beam.srisawat82@example.com,M,Khon Kaen,2026-02-06,2026-02-06 13:00:00,Sports,5,59.38,0.0,296.9,296.9,Cash on Delivery,Completed,N,13.0,False,False,False,False,False,False
T000132,C0101,Boss Phromla,boss.phromla101@example.com,M,Bangkok,2026-05-16,2026-05-20 17:00:00,Sports,4,389.96,0.1,1403.86,1403.86,Bank Transfer,Cancelled,N,113.0,True,False,False,False,False,False
T000164,C0114,Ploy Thongdee,ploy.thongdee114@example.com,M,Nakhon Ratchasima,2026-02-18,2026-02-18 15:00:00,Food,5,99.6,0.1,448.2,448.2,Bank Transfer,Returned,N,0.0,False,False,False,False,False,True
T000455,C0023,Beam Boonmee,beam.boonmee23@example.com,M,Khon Kaen,2026-06-03,2026-06-03 03:00:00,Electronics,2,348.59,0.1,627.46,627.46,Cash on Delivery,Processing,N,3.0,False,False,False,False,False,False
T000478,C0122,Anan Wongsa,anan.wongsa122@example.com,M,Chanthaburi,2026-03-16,2026-03-16 18:00:00,Fashion,2,367.69,0.0,735.38,735.38,Credit Card,Cancelled,N,0.0,False,False,False,False,False,True
T000536,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-03-15,2026-03-15 07:00:00,Sports,3,269.12,0.15,686.26,686.26,Bank Transfer,Processing,N,0.0,False,False,False,False,False,True
T000193,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-01-17,2026-01-17 02:00:00,Sports,3,144.29,0.2,346.3,346.3,Bank Transfer,Returned,N,2.0,False,False,False,False,False,False
T000366,C0134,Pim Wongsa,pim.wongsa134@example.com,M,Chanthaburi,2026-05-01,2026-05-01 14:00:00,Fashion,5,311.08,0.0,1555.4,1555.4,Bank Transfer,Returned,N,14.0,False,False,False,False,False,False
T000539,C0055,Beam Thongdee,beam.thongdee55@example.com,M,Chonburi,2026-03-25,2026-03-25 03:00:00,Home,1,238.15,0.0,238.15,238.15,Cash on Delivery,Completed,N,0.0,False,False,False,False,False,True
T000114,C0145,Tee Srisawat,tee.srisawat145@example.com,M,Nakhon Ratchasima,2026-04-21,2026-04-21 12:00:00,Beauty,3,178.6,0.1,482.22,482.22,Bank Transfer,Cancelled,N,12.0,False,False,False,False,False,False
T000450,C0120,Mook Boonmee,mook.boonmee120@example.com,M,Chonburi,2026-04-03,2026-04-03 17:00:00,Electronics,5,298.23,0.0,1491.15,1491.15,Bank Transfer,Cancelled,N,17.0,False,False,False,False,False,False
T000136,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-05-26,2026-05-26 17:00:00,Sports,4,157.09,0.2,502.69,502.69,Credit Card,Completed,N,17.0,False,False,False,False,False,False
T000495,C0082,Beam Srisawat,beam.srisawat82@example.com,M,Khon Kaen,2026-02-10,2026-02-10 02:00:00,Beauty,1,450.25,0.05,427.74,427.74,PromptPay,Processing,N,2.0,False,False,False,False,False,False
T000017,C0018,Nont Chaiyo,nont.chaiyo18@example.com,M,Phuket,2026-01-27,2026-01-27 11:00:00,Home,1,128.16,0.05,121.75,121.75,PromptPay,Processing,N,11.0,False,False,False,False,False,False
T000557,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-05-12,2026-05-12 08:00:00,Food,3,160.58,0.2,385.39,385.39,Cash on Delivery,Completed,Y,8.0,False,False,False,False,False,False
T000071,C0137,Film Boonmee,unknown_C0137@unknown.local,M,Khon Kaen,2026-01-16,2026-01-16 15:00:00,Fashion,2,478.1,0.15,812.77,812.77,PromptPay,Cancelled,N,15.0,False,False,False,False,False,False
T000031,C0069,Jane Saelim,unknown_C0069@unknown.local,M,Khon Kaen,2026-05-10,2026-05-10 12:00:00,Electronics,3,101.59,0.05,289.53,289.53,Credit Card,Cancelled,N,12.0,False,False,False,False,False,False
T000142,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-04-01,2026-04-01 13:00:00,Electronics,2,143.96,0.15,244.73,244.73,Cash on Delivery,Completed,N,13.0,False,False,False,False,False,False
T000578,C0015,New Pattanakul,new.pattanakul15@example.com,F,Bangkok,2026-03-28,2026-03-28 11:00:00,Beauty,4,447.52,0.2,1432.06,1432.06,Cash on Delivery,Returned,N,11.0,False,False,False,False,False,False
T000402,C0167,Anan Sukjai,anan.sukjai167@example.com,M,Nakhon Ratchasima,2026-02-17,2026-02-17 14:00:00,Fashion,3,81.2,0.0,243.6,243.6,Credit Card,Cancelled,N,14.0,False,False,False,False,False,False
T000516,C0063,Korn Wongsa,korn.wongsa63@example.com,M,Bangkok,2026-06-09,2026-06-09 09:00:00,Sports,1,104.25,0.15,88.61,88.61,Bank Transfer,Completed,N,9.0,False,False,False,False,False,False
T000011,C0046,Nont Boonmee,nont.boonmee46@example.com,F,Chiang Mai,2026-06-11,2026-06-11 15:00:00,Food,5,54.49,0.0,272.45,272.45,Credit Card,Cancelled,N,15.0,False,False,False,False,False,False
T000422,C0061,Tee Maneerat,tee.maneerat61@example.com,M,Chiang Mai,2026-04-19,2026-04-19 17:00:00,Beauty,2,113.88,0.0,257.22,227.76,Credit Card,Returned,N,0.0,False,False,True,False,False,True
T000487,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-02-05,2026-02-05 18:00:00,Food,1,343.93,0.1,309.54,309.54,Bank Transfer,Cancelled,N,18.0,False,False,False,False,False,False
T000227,C0079,Mook Srisawat,mook.srisawat79@example.com,F,Chanthaburi,2026-05-27,2026-05-27 04:00:00,Electronics,3,122.62,0.0,367.86,367.86,Cash on Delivery,Returned,N,4.0,False,False,False,False,False,False
T000053,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-04-07,2026-04-07 13:00:00,Home,3,211.11,0.05,601.66,601.66,PromptPay,Returned,N,13.0,False,False,False,False,False,False
T000047,C0131,Narin Rattanakul,narin.rattanakul131@example.com,F,Khon Kaen,2026-04-08,2026-04-08 22:00:00,Sports,2,85.82,0.1,154.48,154.48,Credit Card,Cancelled,N,0.0,False,False,False,False,False,True
T000470,C0046,Nont Boonmee,unknown_C0046@unknown.local,F,Chiang Mai,2026-04-17,2026-04-17 07:00:00,Electronics,3,76.17,0.0,228.51,228.51,Credit Card,Completed,N,7.0,False,False,False,False,False,False
T000538,C0010,Beam Sukjai,beam.sukjai10@example.com,M,Phuket,2026-03-20,2026-03-20 08:00:00,Fashion,1,145.78,0.05,90.24,138.49,PromptPay,Returned,N,0.0,False,False,True,False,False,True
T000262,C0091,Beam Maneerat,beam.maneerat91@example.com,M,Chonburi,2026-06-03,2026-06-03 09:00:00,Beauty,1,451.69,0.0,451.69,451.69,Credit Card,Returned,N,9.0,False,False,False,False,False,False
T000156,C0174,Ploy Kittikul,ploy.kittikul174@example.com,M,Chiang Mai,2026-03-18,2026-03-18 11:00:00,Fashion,4,301.08,0.0,1204.32,1204.32,Bank Transfer,Processing,N,11.0,False,False,False,False,False,False
T000386,C0049,Gun Dechawat,gun.dechawat49@example.com,F,Nakhon Ratchasima,2026-03-26,2026-03-26 16:00:00,Home,6,91.88,0.0,2092.5,551.28,Credit Card,Completed,N,16.0,False,False,True,False,True,False
T000373,C0052,Gun Dechawat,gun.dechawat52@example.com,F,Rayong,2026-03-17,2026-03-17 19:00:00,Beauty,2,211.43,0.0,422.86,422.86,Credit Card,Cancelled,N,19.0,False,False,False,False,False,False
T000517,C0155,Korn Srisawat,korn.srisawat155@example.com,F,Phuket,2026-02-08,2026-02-08 18:00:00,Home,2,527.03,0.0,1054.06,1054.06,Cash on Delivery,Returned,N,18.0,False,False,False,False,False,False
T000325,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-03-30,2026-03-30 08:00:00,Electronics,1,191.52,0.0,191.52,191.52,Cash on Delivery,Cancelled,N,0.0,False,False,False,False,False,True
T000597,C0052,Gun Dechawat,unknown_C0052@unknown.local,F,Rayong,2026-03-30,2026-03-30 02:00:00,Beauty,1,426.97,0.0,426.97,426.97,PromptPay,Returned,N,2.0,False,False,False,False,False,False
T000190,C0147,Film Chaiyo,film.chaiyo147@example.com,M,Chiang Mai,2026-01-24,2026-01-24 04:00:00,Home,1,160.97,0.05,152.92,152.92,Cash on Delivery,Completed,N,0.0,False,False,False,False,False,True
T900005,C0090,Mook Sukjai,mook.sukjai90@example.com,M,Chanthaburi,2026-04-04,2026-04-04 01:00:00,Electronics,2,164.39,0.0,328.78,328.78,PromptPay,Cancelled,N,1.0,False,False,False,False,False,False
T000480,C0159,Nont Dechawat,nont.dechawat159@example.com,M,Chiang Mai,2026-02-15,2026-02-15 05:00:00,Food,4,637.89,0.0,2092.5,2551.56,PromptPay,Completed,N,5.0,False,False,False,False,True,False
T000504,C0034,Fah Pattanakul,fah.pattanakul34@example.com,M,Chiang Mai,2026-05-24,2026-05-24 04:00:00,Home,2,166.19,0.0,332.38,332.38,Cash on Delivery,Processing,N,4.0,False,False,False,False,False,False
T000085,C0002,Mint Thongdee,mint.thongdee2@example.com,F,Rayong,2026-02-10,2026-02-10 17:00:00,Beauty,2,207.86,0.15,353.36,353.36,Cash on Delivery,Cancelled,N,17.0,False,False,False,False,False,False
T000324,C0102,Nont Saelim,nont.saelim102@example.com,M,Chanthaburi,2026-02-06,2026-02-06 02:00:00,Sports,4,324.36,0.0,1297.44,1297.44,Bank Transfer,Returned,N,0.0,False,False,False,False,False,True
T000201,C0014,Beam Thongdee,beam.thongdee14@example.com,M,Chonburi,2026-01-28,2026-01-28 19:00:00,Fashion,1,379.52,0.0,379.52,379.52,PromptPay,Processing,N,19.0,False,False,False,False,False,False
T000223,C0158,Nont Kittikul,nont.kittikul158@example.com,M,Nakhon Ratchasima,2026-03-13,2026-03-13 09:00:00,Sports,2,164.8,0.0,329.6,329.6,Bank Transfer,Cancelled,N,9.0,False,False,False,False,False,False
T000249,C0077,Tee Chaiyo,tee.chaiyo77@example.com,F,Khon Kaen,2026-04-30,2026-04-30 10:00:00,Electronics,4,393.3,0.0,1573.2,1573.2,Credit Card,Cancelled,N,10.0,False,False,False,False,False,False
T000551,C0069,Jane Saelim,jane.saelim69@example.com,M,Khon Kaen,2026-04-03,2026-04-03 19:00:00,Sports,6,618.74,0.0,2092.5,3712.44,PromptPay,Processing,N,19.0,False,False,False,False,True,False
T000581,C0165,Nont Thongdee,nont.thongdee165@example.com,F,Nakhon Ratchasima,2026-02-18,2026-02-18 09:00:00,Home,1,219.66,0.1,197.69,197.69,PromptPay,Completed,N,9.0,False,False,False,False,False,False
T000521,C0022,Film Kittikul,film.kittikul22@example.com,F,Nakhon Ratchasima,2026-02-19,2026-02-19 17:00:00,Electronics,1,244.3,0.2,195.44,195.44,Credit Card,Cancelled,N,17.0,False,False,False,False,False,False
T000526,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,2026-03-21,2026-03-21 17:00:00,Fashion,2,148.59,0.0,297.18,297.18,Cash on Delivery,Processing,N,17.0,False,False,False,False,False,False
T000343,C0130,Jane Srisawat,jane.srisawat130@example.com,F,Nakhon Ratchasima,2026-02-06,2026-02-06 07:00:00,Electronics,4,187.75,0.0,751.0,751.0,Credit Card,Completed,N,7.0,False,False,False,False,False,False
T000068,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-01-29,2026-01-29 04:00:00,Electronics,1,73.56,0.0,73.56,73.56,Bank Transfer,Cancelled,N,4.0,False,False,False,False,False,False
T000512,C0171,Beam Lertprasert,beam.lertprasert171@example.com,F,Rayong,2026-04-13,2026-04-13 09:00:00,Beauty,4,84.31,0.0,337.24,337.24,Credit Card,Processing,N,9.0,False,False,False,False,False,False
T000113,C0153,Nont Chaiyo,nont.chaiyo153@example.com,F,Chiang Mai,2026-03-28,2026-03-28 18:00:00,Electronics,5,180.46,0.15,766.96,766.96,Credit Card,Returned,N,18.0,False,False,False,False,False,False
T000224,C0022,Film Kittikul,film.kittikul22@example.com,F,Nakhon Ratchasima,2026-01-05,2026-01-05 10:00:00,Fashion,1,87.31,0.05,82.94,82.94,Bank Transfer,Returned,N,10.0,False,False,False,False,False,False
T000069,C0147,Film Chaiyo,film.chaiyo147@example.com,M,Chiang Mai,2026-06-04,2026-06-04 13:00:00,Food,4,380.85,0.2,1218.72,1218.72,Credit Card,Processing,N,0.0,False,False,False,False,False,True
T000078,C0120,Mook Boonmee,mook.boonmee120@example.com,M,Chonburi,2026-02-24,2026-02-24 16:00:00,Home,5,132.52,0.15,563.21,563.21,Bank Transfer,Cancelled,N,16.0,False,False,False,False,False,False
T000174,C0004,Tee Dechawat,tee.dechawat4@example.com,M,Bangkok,2026-04-30,2026-04-30 14:00:00,Beauty,3,382.84,0.0,1148.52,1148.52,PromptPay,Processing,N,14.0,False,False,False,False,False,False
T000006,C0179,Jane Chaiyo,jane.chaiyo179@example.com,F,Chanthaburi,2026-06-29,2026-06-29 01:00:00,Fashion,4,119.57,0.15,283.5,406.54,Bank Transfer,Completed,N,0.0,False,False,True,False,False,True
T000154,C0025,Mook Srisawat,mook.srisawat25@example.com,M,Nakhon Ratchasima,2026-03-07,2026-03-07 17:00:00,Electronics,1,189.98,0.0,189.98,189.98,PromptPay,Returned,N,17.0,False,False,False,False,False,False
T000204,C0037,Jane Phromla,jane.phromla37@example.com,M,Chiang Mai,2026-05-05,2026-05-05 03:00:00,Beauty,2,411.88,0.1,741.38,741.38,Bank Transfer,Cancelled,N,3.0,False,False,False,False,False,False
T000290,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-01-18,2026-01-18 06:00:00,Home,3,473.43,0.0,1689.26,1420.29,PromptPay,Processing,N,6.0,False,False,True,False,False,False
T000595,C0046,Nont Boonmee,nont.boonmee46@example.com,F,Chiang Mai,2026-03-05,2026-03-05 04:00:00,Home,5,169.18,0.1,761.31,761.31,Cash on Delivery,Completed,N,4.0,False,False,False,False,False,False
T000423,C0019,Korn Dechawat,korn.dechawat19@example.com,M,Nakhon Ratchasima,2026-01-09,2026-01-09 06:00:00,Food,1,337.51,0.0,337.51,337.51,Cash on Delivery,Cancelled,N,6.0,False,False,False,False,False,False
T000580,C0063,Korn Wongsa,korn.wongsa63@example.com,M,Bangkok,2026-05-12,2026-05-12 02:00:00,Home,1,170.82,0.0,170.82,170.82,PromptPay,Processing,N,0.0,False,False,False,False,False,True
T000059,C0179,Jane Chaiyo,jane.chaiyo179@example.com,F,Chanthaburi,2026-05-26,2026-05-26 13:00:00,Home,2,317.87,0.1,789.88,572.17,Credit Card,Returned,N,0.0,False,False,True,False,False,True
T000291,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-01-09,2026-01-13 12:00:00,Beauty,3,66.91,0.05,190.69,190.69,Bank Transfer,Processing,N,108.0,True,False,False,False,False,False
T000284,C0135,Korn Srisawat,korn.srisawat135@example.com,F,Bangkok,2026-04-05,2026-04-05 06:00:00,Fashion,5,230.27,0.0,1151.35,1151.35,Credit Card,Returned,N,0.0,False,False,False,False,False,True
T000046,C0149,May Pattanakul,may.pattanakul149@example.com,F,Chiang Mai,2026-04-20,2026-04-20 04:00:00,Fashion,5,318.51,0.0,1592.55,1592.55,Bank Transfer,Cancelled,N,4.0,False,False,False,False,False,False
T000198,C0114,Ploy Thongdee,ploy.thongdee114@example.com,M,Nakhon Ratchasima,2026-03-13,2026-03-13 17:00:00,Electronics,6,185.56,0.0,1113.36,1113.36,PromptPay,Completed,N,17.0,False,False,False,False,False,False
T000294,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-06-14,2026-06-14 06:00:00,Sports,1,339.66,0.0,339.66,339.66,Credit Card,Completed,N,6.0,False,False,False,False,False,False
T000323,C0114,Ploy Thongdee,ploy.thongdee114@example.com,M,Nakhon Ratchasima,2026-06-14,2026-06-14 09:00:00,Beauty,5,64.65,0.1,290.93,290.92,Bank Transfer,Completed,N,9.0,False,False,False,False,False,False
T000120,C0021,May Boonmee,may.boonmee21@example.com,F,Nakhon Ratchasima,2026-05-13,2026-05-13 14:00:00,Beauty,6,260.0,0.0,1560.0,1560.0,PromptPay,Returned,N,14.0,False,False,False,False,False,False
T000345,C0079,Mook Srisawat,mook.srisawat79@example.com,F,Chanthaburi,2026-06-29,2026-06-29 04:00:00,Sports,5,294.59,0.0,1472.95,1472.95,Bank Transfer,Returned,N,4.0,False,False,False,False,False,False
T000541,C0021,May Boonmee,may.boonmee21@example.com,F,Unknown,2026-03-26,2026-03-26 04:00:00,Food,3,214.9,0.0,644.7,644.7,Credit Card,Processing,N,0.0,False,False,False,False,False,True
T000395,C0093,Bank Thongdee,bank.thongdee93@example.com,F,Khon Kaen,2026-02-05,2026-02-05 09:00:00,Beauty,5,362.09,0.0,1810.45,1810.45,Cash on Delivery,Cancelled,N,9.0,False,False,False,False,False,False
T000028,C0178,Anan Wongsa,unknown_C0178@unknown.local,M,Khon Kaen,2026-01-28,2026-01-28 02:00:00,Fashion,5,86.54,0.0,432.7,432.7,Cash on Delivery,Processing,N,2.0,False,False,False,False,False,False
T000392,C0077,Tee Chaiyo,tee.chaiyo77@example.com,F,Khon Kaen,2026-06-26,2026-06-26 16:00:00,Electronics,5,539.43,0.1,2092.5,2427.44,Bank Transfer,Cancelled,N,16.0,False,False,False,False,True,False
T000086,C0143,Korn Srisawat,korn.srisawat143@example.com,M,Rayong,2026-05-05,2026-05-05 10:00:00,Home,3,161.21,0.1,435.27,435.27,PromptPay,Processing,N,10.0,False,False,False,False,False,False
T000500,C0125,May Lertprasert,unknown_C0125@unknown.local,F,Rayong,2026-02-23,2026-02-23 19:00:00,Fashion,3,184.24,0.1,497.45,497.45,Credit Card,Processing,N,19.0,False,False,False,False,False,False
T000546,C0161,Gun Saelim,gun.saelim161@example.com,F,Khon Kaen,2026-02-17,2026-02-17 14:00:00,Electronics,3,154.41,0.0,463.23,463.23,PromptPay,Processing,N,14.0,False,False,False,False,False,False
T000279,C0074,Ice Kittikul,ice.kittikul74@example.com,M,Chonburi,2026-05-05,2026-05-05 16:00:00,Home,4,104.9,0.1,377.64,377.64,Bank Transfer,Completed,N,16.0,False,False,False,False,False,False
T000499,C0093,Bank Thongdee,bank.thongdee93@example.com,F,Khon Kaen,2026-04-03,2026-04-03 10:00:00,Fashion,1,467.98,0.05,444.58,444.58,Credit Card,Processing,N,10.0,False,False,False,False,False,False
T000475,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-03-31,2026-03-31 19:00:00,Electronics,5,144.45,0.0,722.25,722.25,Credit Card,Processing,N,19.0,False,False,False,False,False,False
T000518,C0168,Aom Saelim,aom.saelim168@example.com,M,Khon Kaen,2026-06-23,2026-06-23 05:00:00,Beauty,2,264.86,0.05,503.23,503.23,Cash on Delivery,Cancelled,N,0.0,False,False,False,False,False,True
T000587,C0019,Korn Dechawat,korn.dechawat19@example.com,M,Nakhon Ratchasima,2026-05-21,2026-05-25 14:00:00,Home,5,436.15,0.1,1962.67,1962.68,Cash on Delivery,Returned,N,110.0,True,False,False,False,False,False
T000590,C0118,Jane Phromla,jane.phromla118@example.com,F,Chanthaburi,2026-05-01,2026-05-01 15:00:00,Home,5,295.4,0.0,1477.0,1477.0,Credit Card,Returned,N,15.0,False,False,False,False,False,False
T000189,C0101,Boss Phromla,boss.phromla101@example.com,M,Bangkok,2026-05-29,2026-06-01 22:00:00,Fashion,5,237.69,0.0,1188.45,1188.45,Cash on Delivery,Cancelled,N,94.0,True,False,False,False,False,False
T000049,C0102,Nont Saelim,nont.saelim102@example.com,M,Chanthaburi,2026-05-21,2026-05-21 16:00:00,Food,4,204.06,0.0,816.24,816.24,Cash on Delivery,Completed,N,16.0,False,False,False,False,False,False
T900003,C0080,May Kittikul,may.kittikul80@example.com,F,Khon Kaen,2026-06-24,2026-06-24 07:00:00,Fashion,2,299.01,0.1,538.22,538.22,Cash on Delivery,Cancelled,N,0.0,False,False,False,False,False,True
T000363,C0165,Nont Thongdee,nont.thongdee165@example.com,F,Nakhon Ratchasima,2026-03-15,2026-03-15 11:00:00,Food,1,381.57,0.2,305.26,305.26,PromptPay,Processing,N,11.0,False,False,False,False,False,False
T000065,C0038,Boss Kittikul,boss.kittikul38@example.com,F,Nakhon Ratchasima,2026-03-20,2026-03-20 02:00:00,Home,1,101.63,0.1,91.47,91.47,Credit Card,Processing,N,0.0,False,False,False,False,False,True
T000588,C0010,Beam Sukjai,beam.sukjai10@example.com,M,Phuket,2026-03-26,2026-03-29 21:00:00,Fashion,1,475.37,0.05,451.6,451.6,PromptPay,Cancelled,N,93.0,True,False,False,False,False,False
T000506,C0065,Pim Srisawat,pim.srisawat65@example.com,M,Nakhon Ratchasima,2026-04-14,2026-04-14 04:00:00,Electronics,1,348.38,0.0,348.38,348.38,PromptPay,Completed,N,4.0,False,False,False,False,False,False
T000362,C0075,Ice Maneerat,ice.maneerat75@example.com,F,Bangkok,2026-05-24,2026-05-24 02:00:00,Home,5,87.15,0.15,370.39,370.39,Bank Transfer,Returned,N,0.0,False,False,False,False,False,True
T000437,C0127,Fah Rattanakul,fah.rattanakul127@example.com,F,Rayong,2026-04-09,2026-04-09 01:00:00,Home,2,162.74,0.2,260.38,260.38,PromptPay,Cancelled,N,0.0,False,False,False,False,False,True
T000408,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-01-09,2026-01-09 13:00:00,Food,1,156.72,0.1,141.05,141.05,PromptPay,Returned,Y,13.0,False,False,False,False,False,False
T000381,C0122,Anan Wongsa,anan.wongsa122@example.com,M,Chanthaburi,2026-05-04,2026-05-04 10:00:00,Beauty,6,164.79,0.1,889.87,889.87,Cash on Delivery,Cancelled,N,0.0,False,False,False,False,False,True
T000418,C0012,Mint Pattanakul,mint.pattanakul12@example.com,M,Chiang Mai,2026-03-27,2026-03-27 03:00:00,Home,6,174.28,0.15,888.83,888.83,Credit Card,Cancelled,N,0.0,False,False,False,False,False,True
T000311,C0136,Nont Kittikul,nont.kittikul136@example.com,F,Khon Kaen,2026-03-09,2026-03-09 05:00:00,Food,2,116.93,0.0,233.86,233.86,Cash on Delivery,Processing,N,5.0,False,False,False,False,False,False
T000596,C0119,Boss Khamdee,boss.khamdee119@example.com,M,Khon Kaen,2026-04-02,2026-04-02 11:00:00,Beauty,2,331.71,0.1,597.08,597.08,PromptPay,Cancelled,N,11.0,False,False,False,False,False,False
T000497,C0179,Jane Chaiyo,jane.chaiyo179@example.com,F,Chanthaburi,2026-02-04,2026-02-04 17:00:00,Electronics,6,57.74,0.05,329.12,329.12,Bank Transfer,Cancelled,N,0.0,False,False,False,False,False,True
T000283,C0167,Anan Sukjai,anan.sukjai167@example.com,M,Nakhon Ratchasima,2026-06-03,2026-06-03 11:00:00,Sports,2,216.73,0.0,433.46,433.46,Bank Transfer,Returned,N,11.0,False,False,False,False,False,False
T000208,C0158,Nont Kittikul,nont.kittikul158@example.com,M,Nakhon Ratchasima,2026-02-24,2026-02-24 01:00:00,Beauty,4,188.46,0.0,753.84,753.84,PromptPay,Cancelled,N,1.0,False,False,False,False,False,False
T000177,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-01-23,2026-01-23 11:00:00,Electronics,3,318.69,0.05,908.27,908.27,Bank Transfer,Processing,N,11.0,False,False,False,False,False,False
